AreaManagerId,SellingPointId,StartDateSellingPoint,EndDateSellingPoint,SellingPointDesc,Location
518,2232,20090201,,VALKENBOSLAAN 274 (4027),"(52.071067011, 4.275681652)"
362,21758,20190104,,Ten westen van Stadshart,"(52.306560912, 4.853393334)"
381,25406,20150901,20160706,Veldweg,"(52.274494567, 5.160338453)"
935,27781,20140401,20190129,Parallelweg / politiebureau,"(50.851797332, 5.703699362)"
153,8138,20110101,20500101,,"(52.222732644, 6.888426853)"
363,18317,20081003,,Isloatorweg,"(52.394444062, 4.850619623)"
518,1665,19930614,,J V STOLBERGLAAN 3 (1982),"(52.082391548, 4.334042789)"
173,5020,20150520,,Wilhelminastraat,"(52.311017848, 6.93190395)"
935,27691,20140401,,Lage Kanaaldijk 3 / perc 30,"(50.836560948, 5.694418628)"
518,2246,20140201,,JANSSONIUSSTR 107 (5034),"(52.056097327, 4.318729923)"
518,2246,20140201,,ISINGSTR 230 (4888),"(52.060699522, 4.322059934)"
518,2100,19950410,,SEINPOSTDUIN 184 (2408),"(52.109182794, 4.276257312)"
363,19546,20091020,,Buikslotermeerplein ( parkeerplaats ) P6,"(52.40089765, 4.932684014)"
363,12120,20060404,,NICOLAAS BEETSSTRAAT 116 T/H,"(52.363045881, 4.867121703)"
935,27716,20140101,,Plenkershoven 2,"(50.840718159, 5.683153898)"
935,27744,20140101,,d'Artagnalaan 3 / Aramispad,"(50.839442321, 5.670388438)"
935,27910,20140401,,Kennedybrug 2 (zijde Enci),"(50.841546562, 5.696676265)"
935,27603,20140101,,Tongersestraat / reformhuis,"(50.844598506, 5.682099771)"
362,21787,20181001,,Strada 76,"(52.315908556, 4.864012166)"
80,9751,20160211,20500101,,"(53.198274772, 5.773575237)"
518,2247,20070809,,CALANDPLEIN  (3834),"(52.062031439, 4.315613234)"
363,16136,20060404,,SPAARNDAMMERSTRAAT 11 T/H,"(52.387779498, 4.880629447)"
363,19588,20131029,,ms. van Riemsdijkweg 47,"(52.399950487, 4.891624696)"
363,13635,20060404,,DERDE OOSTERPARKSTRAAT 337 T/O_BORD,"(52.358847917, 4.925404804)"
518,2247,19961129,,LAAKWEG 76 (2650),"(52.061057646, 4.319370819)"
363,12629,20100817,,Tolstraat t/o 91_BORD,"(52.352267334, 4.903327479)"
363,11292,20060404,,CZAAR PETERSTRAAT 58 T/H,"(52.369099085, 4.92798171)"
281,4015,20160101,,Molenstraat,"(51.888158954, 5.42891227)"
362,21787,20181001,,Strada 74,"(52.318976457, 4.865017763)"
164,8526,20130101,,,"(52.263939991, 6.797900126)"
363,13687,20060404,,JOUBERTSTRAAT 4 T/H_BORD,"(52.35324439, 4.916852376)"
203,34217,20120110,,De Heusplein,"(52.137460689, 5.58801728)"
363,10130,20060404,,KEIZERSGRACHT 740 T/O_BORD,"(52.363423422, 4.897147438)"
917,45052,20150101,,Nobelstraat 44,"(50.883844602, 5.979041784)"
362,21787,20181001,,Strada 73,"(52.318702949, 4.867098152)"
546,7039,20150908,,Oude Singel,"(52.162559224, 4.491548272)"
363,16613,20060404,,SUMATRAKADE 1055 T/H,"(52.379275877, 4.927429853)"
363,12710,20080918,,Generaal vetterstraat,"(52.343715245, 4.848210776)"
518,1674,19930614,,3E L DE COLIGNYSTR 153 (2001),"(52.081500535, 4.342111242)"
363,14127,20060404,,Admiraal de Ruyterweg t/h 49,"(52.371031243, 4.862082065)"
363,15056,20071003,,HODENPIJLKADE 34,"(52.354139362, 4.84331946)"
363,13392,20060404,,Jan van Goyenkade 25,"(52.3513005, 4.866404791)"
363,10157,20060404,,NICOLAAS WITSENKADE 46 T/H,"(52.358183453, 4.898210488)"
363,14550,20060404,,BORSSENBURGPLEIN 9 T/O,"(52.348848702, 4.907822619)"
362,21787,20181001,,Strada 77,"(52.316317434, 4.868435874)"
518,2036,19990908,,RUYCHROCKLAAN 107 (3237),"(52.09879115, 4.31642415)"
173,5015,20150520,,Nieuwstraat,"(52.31004746, 6.92646563)"
363,10710,20060404,,LAURIERGRACHT 68 T/O_BORD,"(52.371571744, 4.881145022)"
362,21787,20181001,,Strada 75,"(52.315846519, 4.866586127)"
363,11004,20060404,,WESTERSTRAAT 78 T/H,"(52.37866126, 4.884155081)"
363,18918,20120209,,Van Boshuizenstraat 691_BORD,"(52.324523025, 4.870296645)"
537,236388,20130101,22200101,Zwanenburgstraat parkeerterrein,"(52.203431006, 4.402154615)"
439,7905,20090617,,Westerstraat,"(52.509868543, 4.94447529)"
363,13638,20060404,,TWEEDE OOSTERPARKSTRAAT 159_BORD,"(52.357754295, 4.919191115)"
114,78132,20140101,,Marktplaats (GPP),"(52.785447822, 6.892636896)"
164,8551,20130101,,,"(52.266334729, 6.790369484)"
518,2246,20140201,,J VD HEIJDENSTR 7 (4948),"(52.059829816, 4.333561479)"
363,15663,20060404,,TESLASTRAAT 5 T/H_BORD,"(52.347686583, 4.942377991)"
518,2247,20011009,,BOERHAAVESTR 68 (3548),"(52.069916966, 4.327895226)"
453,9253,20120301,,,"(52.447375893, 4.571311715)"
479,75027,20130514,,1141,"(52.445943806, 4.81855514)"
917,45067,20150101,,Sint Franciscusweg 7,"(50.883329135, 5.984951949)"
518,2246,20140201,,OUDEMANSSTR 46 (4900),"(52.063025338, 4.325346328)"
363,10648,20060404,,GELDERSEKADE 34 T/O,"(52.375343529, 4.901609132)"
518,2238,20131001,,DRUIVENSTR 66 (4585),"(52.07223278, 4.261571081)"
363,19124,20070206,,Willem de Zwijgerlaan 327,"(52.380936645, 4.859813573)"
363,15625,20121023,,Weesperzijde 243,"(52.343520289, 4.919620855)"
363,15091,20070801,,DERKINDERENSTRAAT 46,"(52.360276725, 4.840649013)"
153,8018,20110101,20500101,,"(52.216184479, 6.889164656)"
606,7797,20141001,20180328,Rotterdamsedijk 253,"(51.914904422, 4.404390213)"
363,10110,20060404,,AMSTEL 298 T/O,"(52.362054783, 4.902406488)"
518,2247,20000324,,VAN DER KUNSTR 12 (3443),"(52.065549806, 4.321070047)"
518,1577,19921105,,SCHEVENINGSEVEER 9 (661),"(52.0838856, 4.304811234)"
518,2246,20140201,,HILDEBRANDSTR 1 (4868),"(52.05608439, 4.313734466)"
777,9451,20130901,,Bisschopsmolenstraat,"(51.565924015, 4.636816001)"
518,1956,19970827,,FISCHERSTR 133 (2871),"(52.065327462, 4.29594712)"
518,1757,19930928,,BAKKERSSTR 289 (2254),"(52.078003174, 4.300642983)"
363,13075,20060404,,Ceintuurbaan 31,"(52.35249602, 4.888258159)"
599,121,20141015,20190128,Gedempte Zalmhaven,"(51.910392561, 4.478379229)"
363,14613,20060404,,BIESBOSCHSTRAAT 32 T/H_BORD,"(52.3453447, 4.898139081)"
363,10904,20060404,,HAARLEMMER HOUTTUINEN 491 T/H_BORD,"(52.384396281, 4.885593704)"
518,2253,20131001,,IRISSTR 79 (4778),"(52.077788429, 4.260757173)"
518,2052,19990909,,V ALKEMADELAAN 334 (3308),"(52.099548032, 4.322291493)"
363,10938,20060404,,PRINSENEILAND 42 T/H_BORD,"(52.386536998, 4.887357097)"
363,12067,20060404,,JACOB VAN LENNEPKADE 42_BORD,"(52.366025955, 4.874211693)"
518,1935,19970626,,G REIJNSTSTR 29 (2813),"(52.087778652, 4.336930667)"
518,2082,19921106,,STEVINSTR 186 (1835),"(52.110926845, 4.292076851)"
363,10137,20060404,,WETERINGSCHANS 269 T/H,"(52.35948322, 4.897681948)"
381,25432,20150901,20160706,Huizerweg,"(52.274627873, 5.171274765)"
363,15252,20090721,,van Ollefenstraat 110_MULTI,"(52.355882138, 4.82519684)"
855,51360,20130101,20170329,Besterdring,"(51.56235583, 5.090957178)"
518,2247,20140201,,LAAKWEG 140 (4999),"(52.066129593, 4.32740229)"
363,19763,20180828,,ranonkelkade 1_BORD,"(52.384872998, 4.906567807)"
935,27640,20140401,,Past. Wijnenweg / Heimoweg,"(50.84535628, 5.675629177)"
518,1591,19970626,,THERESIASTR 175 (3189),"(52.086982651, 4.338860829)"
363,15501,20060404,,RINGDIJK 1 T/H,"(52.354967147, 4.928283321)"
606,7652,20180328,,Rotterdamsedijk 415,"(51.914734692, 4.403871818)"
200,55060,20150410,29991231,WALTERBOS,"(52.215390699, 5.939590669)"
363,15527,20060404,,NOBELWEG 2 T/H_BORD,"(52.35076192, 4.923709137)"
363,15760,20060404,,PASTEURSTRAAT 20 T/H,"(52.349609367, 4.935203876)"
518,1631,19921106,,PR HENDRIKPLEIN 14 (1754),"(52.082075045, 4.294266977)"
363,15067,20070801,,NACHTWACHTLAAN 20,"(52.358823141, 4.843523426)"
363,16143,20060404,,SPAARNDAMMERSTRAAT 772 T/H,"(52.390556644, 4.878569103)"
80,8951,20120101,20500101,,"(53.193772558, 5.799674838)"
363,15057,20070801,,FREGELAAN 83,"(52.35307067, 4.838499278)"
160,77726,20130101,,Bruchterweg,"(52.572324988, 6.619123728)"
448,29546,20170115,,Vlamkast,"(53.040287757, 4.847646229)"
363,14030,20060404,,Antillenstraat t/h 2,"(52.359481435, 4.851963145)"
363,15256,20180124,,Van Olleffenstraat t/o 120_BORD,"(52.355723353, 4.825018724)"
363,10868,20060404,,NIEUWE PRINSENGRACHT 31 T/O,"(52.363331796, 4.904847561)"
363,15569,20060404,,LINNAEUSDWARSSTRAAT 4 T/O_BORD,"(52.353351676, 4.931994748)"
307,9004,20170101,,Noorderwierweg,"(52.158803634, 5.372700484)"
307,9004,20150216,,Dirk Loogenstraat,"(52.160291297, 5.39581502)"
518,2246,20140201,,DE GENESTETLAAN 259 (4925),"(52.056607385, 4.323140661)"
363,10104,20060404,,KEIZERSGRACHT 739 T/O,"(52.364215281, 4.89963949)"
381,25444,20150901,20160706,Landstraat,"(52.27801755, 5.164278143)"
363,13355,20060404,,Koningslaan 33,"(52.355327849, 4.862182393)"
363,15266,20090721,,Lobo Braakensiekstraat 150,"(52.352872187, 4.821567745)"
363,16889,20140116,,Zuider IJdijk 127,"(52.367273206, 4.957750304)"
935,27645,20140401,,Rozenstraat 2  Begoniastraat,"(50.845997097, 5.671981322)"
935,27855,20140101,,Marconistraat 55,"(50.852095652, 5.714939737)"
518,2225,19930927,,NWE MOLSTR 384 (2197),"(52.073002069, 4.310609499)"
518,2227,20061115,,SOESTDIJKSEKADE 596 (3801),"(52.061734589, 4.280562194)"
448,29520,20170115,,Diek,"(53.025665328, 4.755127792)"
363,10136,20060404,,PRINSENGRACHT 774 T/O,"(52.361732778, 4.897554742)"
935,27507,20140401,,Achter de Barakken,"(50.854128186, 5.688784429)"
363,15254,20090721,,van Ollefenstraat t/o 110_MULTI,"(52.355193349, 4.825566116)"
166,236204,20160101,20991231,Zone 236204 Vloeddijk t.o. huisnummer 85,"(52.557219831, 5.914534505)"
203,34230,20120110,,Van Prinstererlaan,"(52.142991417, 5.583270294)"
363,19547,20091020,,Buikslotermeerplein ( parkeerplaats ),"(52.399458973, 4.934112775)"
642,7892,20140414,,702 Ringdijk,"(51.817759355, 4.65539303)"
363,19019,20070131,,Hoofdweg 779,"(52.376609509, 4.846642117)"
363,18878,20111003,,van Nijenrodeweg 432,"(52.32761332, 4.876935642)"
935,27540,20140101,,Via regia 1,"(50.849525026, 5.671617194)"
1883,20750,20151101,,GELEEN - MARKT,"(50.969117338, 5.826683043)"
381,25407,20150901,20160706,Veldweg,"(52.274423936, 5.159823881)"
363,13208,20130716,,Stadhouderskade,"(52.361173743, 4.884352053)"
363,19620,20180426,,Gedempte Insteekhaven t/o 23,"(52.383638786, 4.916215135)"
518,1581,19971030,,BURG PATIJNLAAN 1104 (3063),"(52.08990176, 4.301661303)"
363,19106,20070205,,Willem de Zwijgerlaan 255,"(52.378982894, 4.862235229)"
363,15065,20070801,,SCHIPLUIDENLAAN 14,"(52.356279907, 4.838712002)"
363,10903,20060404,,HAARLEMMER HOUTTUINEN 439 T/H,"(52.383807654, 4.886658406)"
363,13173,20060404,,Van Hilligaertstraat 4,"(52.349642592, 4.886817871)"
518,2058,19990908,,BREITNERLAAN 96 (3257),"(52.093490053, 4.327298249)"
301,9710,20130118,,Verkooppunt Dieserstraat,"(52.143959661, 6.1985041)"
606,7652,20180328,,Rotterdamsedijk 253,"(51.914904422, 4.404390213)"
80,8917,20160211,20500101,,"(53.19737406, 5.786061134)"
363,19027,20061211,,Ernest Staesstraat  48_BORD,"(52.376906217, 4.83948252)"
1771,566401,20160101,29991231,Bogardeind,"(51.418595053, 5.557945305)"
518,1697,19930720,,J V RIEBEEKSTR 161 (2138),"(52.079457166, 4.328762811)"
363,15224,20090721,,Ubbo Emmiushof 7_BORD,"(52.363645857, 4.825577083)"
118,23154,20150101,,Van Echtenstraat,"(52.725382793, 6.480712219)"
363,14034,20060404,,Postjeskade t/h 97_BORD,"(52.363097193, 4.850049443)"
363,16905,20160705,,Foekje Dillemastraat BLOK 18A,"(52.3727196, 4.968869939)"
363,18840,20111003,,Soetendaal 35,"(52.326154213, 4.863380264)"
153,8003,20110101,20500101,,"(52.212452167, 6.9028857)"
307,9002,20150216,,Plantsoen Noord,"(52.159900194, 5.390067781)"
363,16206,20060404,,VISSERINGSTRAAT 21 T/O,"(52.377744109, 4.869653105)"
289,236010,20151203,,TA 17,"(51.965703618, 5.657561024)"
363,13299,20060404,,De Lairessestraat 94_BORD,"(52.353770835, 4.872030117)"
935,27859,20140401,,Frankenstraat 193,"(50.850292265, 5.713090615)"
518,1665,19990913,,J V STOLBERGLAAN 235 (3358),"(52.084193969, 4.344203412)"
363,10935,20060404,,PRINSENEILAND 65 T/O,"(52.386240277, 4.886606299)"
518,2232,20090201,,AMPERESTR 87 (3983),"(52.075275876, 4.273642912)"
363,15094,20070801,,DERKINDERENSTRAAT 80,"(52.362937033, 4.840654698)"
518,1859,19960416,,C PLANTIJNSTR 191 (2483),"(52.075934178, 4.323983845)"
935,27762,20140101,,Wycker Brugstraat (postkantoor),"(50.849625933, 5.701079987)"
935,27728,20140401,,Glacisweg/Winkels,"(50.839921882, 5.690613583)"
363,16513,20060404,,JAVASTRAAT 102 T/H,"(52.363786252, 4.935323452)"
935,27538,20140401,,Orleansplein 2/ J. Holmanstraat,"(50.850696306, 5.673390348)"
1900,51865,20190901,,"Sneek, Waterpoortsgracht. Parkeermeter 2601, ? 1,20 per uur, max. 2 uur","(53.030158061, 5.65815781)"
439,7916,20080415,,Plantsoengracht,"(52.507038466, 4.950132004)"
363,19076,20070131,,Roelantstraat 10,"(52.37707229, 4.856835664)"
518,2018,19971030,,TIMORSTR 12 (3109),"(52.090639837, 4.295881617)"
363,19120,20070206,,Charlotte de Bourbonstraat 48,"(52.380025752, 4.857921958)"
363,18512,20060404,,PARNASSUSWEG 200 T/H,"(52.342575952, 4.867980442)"
363,13473,20060404,,Beethovenstraat 10,"(52.350099188, 4.878171844)"
439,7916,20080415,,Plantsoengracht,"(52.507038466, 4.950132004)"
439,7916,20080415,,Plantsoengracht,"(52.507038466, 4.950132004)"
363,14651,20060404,,AMSTELDIJK 852 T/H_BORD,"(52.3397618, 4.910325896)"
484,21200,20150501,,Lijsterlaan / Talingstraat,"(52.133499943, 4.667618579)"
363,10106,20060404,,AMSTEL 250 T/O,"(52.363800242, 4.901411166)"
363,10139,20060404,,WETERINGSCHANS 187 T/H,"(52.359581186, 4.893222719)"
363,15727,20060404,,WEMBLEYLAAN 1 T/O_BORD,"(52.344156227, 4.948322128)"
518,2217,20090501,,P POTTERSTR 195 (4064),"(52.070897545, 4.306102167)"
518,1594,19960709,,LN V MEERDERVOORT 107 (2627),"(52.082592611, 4.289327208)"
363,10127,20060404,,KEIZERSGRACHT 629 T/O,"(52.363794668, 4.893936189)"
362,21766,20160901,,Meander Oost,"(52.299746606, 4.867380434)"
518,2257,20170111,,KIEKENDIEFSTR  (5377),"(52.051701, 4.386651959)"
513,28002,20150101,,Blekerssingel 60,"(52.014161125, 4.713444637)"
439,7916,20080415,,Plantsoengracht,"(52.507038466, 4.950132004)"
363,15557,20060404,,COPERNICUSSTRAAT 9 T/H,"(52.354052786, 4.935731627)"
402,35101,20130326,,S_Naard,"(52.228961904, 5.176097358)"
518,2246,20140201,,SCHLEGELSTR 21 (4903),"(52.064947416, 4.329121485)"
363,18778,20060404,,WILLEM VAN WELDAMMELAAN T/O FRIESLANDSTRAAT 28 T/H,"(52.333586453, 4.875582191)"
363,17036,20120529,,Martin Ennalsstraat 13,"(52.31742677, 4.953679899)"
363,15255,20090721,,van Ollefenstraat t/o 126_BORD,"(52.35515215, 4.825320479)"
935,27751,20140401,,Tongerseweg 7 / perceel 252,"(50.841456495, 5.66856135)"
518,2082,19960502,,BELGISCHEPLEIN 9 (2546),"(52.109532873, 4.292018454)"
935,27695,20140101,,Papenweg 3 / St Willibrordusstraat perc 43,"(50.838728359, 5.694104722)"
173,5011,20150520,,Parkeerterrein Oostwal,"(52.314696295, 6.930712563)"
363,13233,20060404,,Teniersstraat 2_BORD,"(52.356787089, 4.883229947)"
363,13417,20060404,,Stadionweg 298_BORD,"(52.345657132, 4.860696106)"
363,16167,20060404,,SPAARNDAMMERPLANTSOEN 1 T/O_BORD,"(52.390061818, 4.876109456)"
363,10737,20060404,,PASSEERDERSGRACHT 24 T/O,"(52.36703721, 4.880883769)"
307,9002,20150216,,Van Persijnstraat,"(52.155203413, 5.38226378)"
537,236348,20130101,22200101,Buitensluisstraat parkeerterrein,"(52.206845227, 4.396853583)"
935,27704,20140401,,Mosasaurusweg / perceel t.o. 12,"(50.837789494, 5.686522707)"
518,1542,19990909,,NEUHUYSKADE 17 (3279),"(52.090096472, 4.322206355)"
363,14105,20060404,,Admiralengracht t/o 154,"(52.369955557, 4.857179009)"
363,18716,20060404,,HOGEWERF 54 T/H,"(52.334010572, 4.880341151)"
935,27845,20140101,,Meersernerweg,"(50.855705978, 5.706670443)"
363,11240,20060404,,PLANTAGE KERKLAAN 59 T/H,"(52.36770519, 4.912813765)"
518,1621,19921106,,BEEKLAAN 285 (1616),"(52.075966257, 4.279811253)"
796,73075,20110101,,,"(51.690956716, 5.298335636)"
307,9004,20150216,,Parkeerterrein Rubenstraat hoek Bisschopsweg Rubenstraat,"(52.151079408, 5.392780125)"
518,2248,20150202,,PLUVIERSTR 342 (5269),"(52.088964729, 4.256458595)"
935,27646,20140401,,Gentiaanstraat 1/ Begoniastraat,"(50.845283798, 5.672677371)"
363,15182,20090721,,Justus Halbertsmastraat 26,"(52.361209753, 4.829637852)"
917,45019,20150101,,Apollolaan tussen 't Loon en autoweg,"(50.885306575, 5.969971902)"
363,18789,20060404,,CANENBURG 68 T/H,"(52.330776448, 4.86467709)"
518,1553,19921020,,PRINSESTR 81 (381),"(52.079715192, 4.304369456)"
518,1665,19951127,,J V STOLBERGLAAN 260 (2464),"(52.084538958, 4.342060245)"
363,15598,20060404,,GOUDRIAANSTRAAT 10 T/H_BORD,"(52.346937252, 4.916171658)"
402,35041,20130326,,Schil,"(52.22605851, 5.186400368)"
518,2227,20061027,,GOOILAAN 24 (3714),"(52.067365525, 4.27454831)"
518,1644,20041005,,MAUVESTR 16 (3673),"(52.089258967, 4.321248848)"
114,78118,20140101,,Wilhelminastraat (tussen Van Schaikweg en Dordsestraat) (GPP),"(52.778666143, 6.896664898)"
518,2230,20081001,,NIEUWENDAMLAAN 2 (3919),"(52.06327553, 4.263648885)"
606,7797,20141001,20180328,Rotterdamsedijk 415,"(51.914734692, 4.403871818)"
518,2227,20061115,,NUNSPEETLAAN 387 (3796),"(52.063153256, 4.287825536)"
484,21200,20150501,,Jongkindt Coninckstraat nabij huisnr 64,"(52.126568915, 4.668659741)"
935,27501,20140401,,Bonnefantenstraat,"(50.845056806, 5.686801474)"
518,2241,20090501,,G DOUSTR 76 (4068),"(52.069776624, 4.302334913)"
363,16080,20060404,,VAN BEUNINGENPLEIN 131 T/H,"(52.38073641, 4.869734671)"
935,27856,20140101,,Marconistraat 25,"(50.851346319, 5.713155384)"
363,10116,20060404,,KERKSTRAAT 378 T/H,"(52.363128122, 4.900135276)"
363,10112,20060404,,FREDERIKSPLEIN 11 T/H,"(52.361247821, 4.900457004)"
363,18214,20060404,,TEMPELHOFSTRAAT 81 T/O_BORD,"(52.387007556, 4.841061122)"
166,236203,20160101,20991231,Zone 236203 Nieuwe Markt,"(52.55881931, 5.914919258)"
80,8989,20160211,20500101,,"(53.197781862, 5.77902005)"
363,10318,20060404,,KEIZERSGRACHT 389 T/O,"(52.367991945, 4.884712122)"
363,15836,20161128,,Welnastraat 61_BORD,"(52.339392421, 4.920315747)"
518,1555,19921020,,STRANDWEG 774 (391),"(52.10614023, 4.269904036)"
518,2246,20140102,,P V DUYSESTR 47 (5069),"(52.052442276, 4.314040741)"
80,8972,20160211,20500101,,"(53.197635495, 5.781220401)"
363,13351,20060404,,Oranje Nassaulaan  21,"(52.354522323, 4.862103162)"
397,9152,20110101,,9152,"(52.359773588, 4.604872208)"
363,16854,20090730,,Pedro de Medinalaan 2_BORD,"(52.363174967, 4.978527768)"
518,2246,20140201,,GOEVERNEURLAAN 445 (4863),"(52.057839661, 4.319354401)"
363,13724,20060404,,OOSTERSPOORPLEIN 5 T/H _BORD,"(52.359956572, 4.93184641)"
74,84010,20130206,,Schil noord,"(52.96351622, 5.922795634)"
363,10246,20060404,,KERKSTRAAT 180 T/H,"(52.363189295, 4.88994595)"
363,18809,20060404,,JACHTHAVENWEG 44 T/H,"(52.33187585, 4.854796598)"
448,29542,20160526,,Haven Veronica,"(53.040130656, 4.851265678)"
518,2255,19931015,,WEIMARSTR 312 (2214),"(52.073485791, 4.277083765)"
518,1685,19930614,,PR CLAUSLAAN 4 (2029),"(52.083488497, 4.327657254)"
518,2246,20140102,,P V DUYSESTR 47 (5069),"(52.052442276, 4.314040741)"
363,16789,20060419,,Zwanenbloemlaan 64,"(52.355592397, 4.992009771)"
160,77725,20130101,,De Meet,"(52.572032061, 6.620938892)"
917,45080,20150101,,Willemstraat,"(50.889283675, 5.979847862)"
164,8521,20130101,,,"(52.264999531, 6.797639251)"
363,12130,20060404,,EERSTE HELMERSSTRAAT 60 HOEK_BORD,"(52.363333482, 4.874364018)"
518,1617,19921106,,BADHUISSTR 16 (1359),"(52.105806286, 4.279335695)"
363,12136,20060404,,KINKERSTRAAT 109 T/O,"(52.366453701, 4.869627668)"
518,2263,20171130,,V W V DIJKVELDSTR 65 (5483),"(52.093951854, 4.280046127)"
1883,20750,20151101,,GELEEN - ANNASTRAAT,"(50.971271373, 5.826644045)"
363,13575,20060404,,PLATANENWEG 12 T/H,"(52.353506088, 4.914200024)"
363,16082,20060404,,SCHAEPMANSTRAAT 33 T/O_BORD,"(52.379713017, 4.871282972)"
518,2263,20171130,,V W V DIJKVELDSTR 65 (5483),"(52.093951854, 4.280046127)"
405,21514,20140601,,Westerdijk,"(52.640981649, 5.054453561)"
363,13044,20060404,,Eerste Jan Steenstraat 51_BORD,"(52.35388079, 4.8892853)"
164,8567,20141203,,,"(52.261092522, 6.793982538)"
166,236204,20160101,20991231,Zone 236204 Bolwerk t.o. TNT-gebouw,"(52.562118153, 5.910898199)"
518,2204,20030508,,MAARTENSDIJKLAAN 533 (3626),"(52.050653779, 4.277491584)"
402,35191,20130326,,BS_BKN,"(52.217038213, 5.169461846)"
518,1521,19921009,,WESTEINDE 609 (1832),"(52.074722339, 4.299205592)"
363,15648,20060404,,LORD KELVINSTRAAT 5 T/H,"(52.350725897, 4.941964055)"
518,2173,20040723,,HOBBEMASTR 322 (3666),"(52.067460821, 4.29895574)"
363,13367,20060404,,Lomanstraat 33_BORD,"(52.351424087, 4.86067043)"
518,2247,20140201,,CALANDKADE 100 (5004),"(52.059853015, 4.312140688)"
381,25415,20150901,20160706,Poststraat,"(52.274421498, 5.167618119)"
512,21000,20140902,,Benedenstad,"(51.830868169, 4.972357974)"
518,1900,19960520,,BILDERDIJKSTR 62 (2563),"(52.081111194, 4.301084694)"
518,2263,20171130,,V BLEISWIJKSTR 143 (5465),"(52.093951854, 4.280046127)"
153,8148,20110101,20500101,,"(52.214253753, 6.90388627)"
363,18858,20111003,,Marquette 52_BORD,"(52.324356216, 4.866886856)"
518,2263,20171130,,V BLEISWIJKSTR 143 (5465),"(52.093951854, 4.280046127)"
363,13306,20060404,,Jan Willem Brouwersstraat  6_BORD,"(52.356672908, 4.878880674)"
221,9800,20120101,,,"(52.013203583, 6.137898443)"
518,2173,19960711,,VAILLANTLAAN 114 (2633),"(52.068898831, 4.302292371)"
518,2246,20140102,,HASEBROEKSTR 47 (4843),"(52.052442276, 4.314040741)"
363,16731,20060404,,INSULINDEWEG 740 T/H,"(52.361982532, 4.943522603)"
363,12196,20060404,,JACOB VAN LENNEPKADE 384 T/O,"(52.362346922, 4.859994758)"
518,1583,19971030,,KONINGINNEGRACHT 135 (3080),"(52.095935141, 4.306614484)"
363,15238,20090721,,Colenbranderhof t/o 1,"(52.359070495, 4.821071195)"
119,77843,20151119,,Swaenenborgh,"(52.697838335, 6.188839016)"
1900,51883,20190128,,"Sneek, Bolwarderpoort","(53.03460796, 5.654580398)"
363,19104,20070202,,de Rijpgracht 35,"(52.377069112, 4.860902065)"
363,12550,20060404,,Parnassusweg 1,"(52.346276661, 4.8674169)"
518,2246,20140102,,HASEBROEKSTR 47 (4843),"(52.052442276, 4.314040741)"
153,8130,20181001,20500101,,"(52.225037897, 6.901093831)"
363,19517,20090302,,Warnsborn 30,"(52.401454492, 4.943694247)"
153,8131,20180501,20500101,,"(52.209572842, 6.894577582)"
363,11230,20060404,,PLANTAGE MUIDERGRACHT 12 T/H_BORD,"(52.36525488, 4.911659575)"
518,2246,20140201,,SCHIMMELWEG 411 (4809),"(52.050468525, 4.313582322)"
363,14138,20060404,,Hoofdweg t/h 336,"(52.370866139, 4.850056197)"
861,25522,20161110,,Administratief verkooppunt alleen voor bezoekersregeling,"(51.418686243, 5.410826134)"
518,2246,20140201,,SCHIMMELWEG 411 (4809),"(52.050468525, 4.313582322)"
518,2252,20100101,,VALKENBOSKADE 446 (4260),"(52.075017932, 4.268962982)"
153,8038,20171120,20500101,,"(52.225649613, 6.888331756)"
363,12056,20060404,,KINKERSTRAAT 30 T/H,"(52.368134329, 4.874755473)"
518,2240,20110701,,GOUDENREGENPLEIN 161 (5186),"(52.076784263, 4.263838524)"
363,10326,20060404,,PRINSENGRACHT 665 T/O_BORD,"(52.366664474, 4.882633321)"
518,1547,19921020,,ORANJESTR 10 (363),"(52.082997554, 4.307331488)"
935,27617,20140101,,St.  Annalaan 2 / Volksplein,"(50.849056815, 5.675607552)"
363,15627,20060404,,REAUMURSTRAAT 29 T/H_BORD,"(52.342819327, 4.924643597)"
363,14614,20060404,,ROERSTRAAT 117_BORD,"(52.344374375, 4.896310827)"
518,1616,19921106,,DIERENSELAAN 193 (1356),"(52.066266299, 4.282875763)"
935,27521,20140101,,Herbenusstraat / Zakstraat 1,"(50.850384643, 5.679745537)"
1883,20710,20151101,,SITTARD - KLEINE STEEG,"(50.997164986, 5.862288252)"
377,23001,20120101,,Strand,"(52.402749159, 4.545823215)"
546,7110,20160718,,Versijdenstraat,"(52.164963673, 4.514057282)"
363,14158,20060404,,Admiralengracht t/o 188_BORD,"(52.37175346, 4.856673369)"
301,9714,20130118,,Verkooppunt Donkere steeg,"(52.140373028, 6.201444672)"
935,27536,20140101,,Ravelijnstraat /  8 Zaligheden,"(50.851906705, 5.67433939)"
518,2232,20090201,,VALKENBOSKADE 143 (4370),"(52.071562345, 4.272829815)"
363,10331,20060404,,PRINSENGRACHT 323,"(52.372969319, 4.883189765)"
717,4308,20130101,,,"(51.56225541, 3.496313548)"
518,1917,19960520,,VEENKADE 154 (2605),"(52.077424696, 4.296674454)"
363,14708,20060404,,RIJNSTRAAT 81 T/O,"(52.345363694, 4.905856388)"
153,8102,20110101,20500101,,"(52.219705915, 6.882353774)"
